TrackSource,TrackTarget,Distance,source_x,source_y,target_x,target_y
7,8,121.96952777517177,428.7984584,392.4642519,537.5693846,337.278644
7,9,201.25973906540614,428.7984584,392.4642519,623.2784441,340.6663974
7,10,237.14597311957533,428.7984584,392.4642519,665.8279526,385.0324657
7,11,414.8645822435304,428.7984584,392.4642519,822.8055919,262.5758369
7,12,431.0127943809943,428.7984584,392.4642519,851.7625308,309.5581461
7,13,448.60108344431933,428.7984584,392.4642519,874.3497144,340.2434673
8,1,387.1164766762286,537.5693846,337.278644,153.2052069,291.1988717
8,2,372.9190530510804,537.5693846,337.278644,167.8549652,288.494751
8,3,223.6558558728966,537.5693846,337.278644,321.2856026,280.3289512
8,4,213.105378319413,537.5693846,337.278644,327.1447449,303.5833435
8,5,142.02502672509704,537.5693846,337.278644,399.4611816,304.1541443
8,6,109.43482788882976,537.5693846,337.278644,439.044139,289.6471677
8,7,121.96952777517177,537.5693846,337.278644,428.7984584,392.4642519
8,9,85.77598587876298,537.5693846,337.278644,623.2784441,340.6663974
8,10,136.86010285092587,537.5693846,337.278644,665.8279526,385.0324657
8,11,294.8562418255858,537.5693846,337.278644,822.8055919,262.5758369
8,12,315.41363179621527,537.5693846,337.278644,851.7625308,309.5581461
8,13,336.793379859814,537.5693846,337.278644,874.3497144,340.2434673
9,1,472.66889513756627,623.2784441,340.6663974,153.2052069,291.1988717
9,2,458.4020351410597,623.2784441,340.6663974,167.8549652,288.494751
9,3,307.96149715700176,623.2784441,340.6663974,321.2856026,280.3289512
9,4,298.44651227385185,623.2784441,340.6663974,327.1447449,303.5833435
9,5,226.775906170458,623.2784441,340.6663974,399.4611816,304.1541443
9,6,191.1680961218719,623.2784441,340.6663974,439.044139,289.6471677
9,7,201.25973906540614,623.2784441,340.6663974,428.7984584,392.4642519
9,8,85.77598587876298,623.2784441,340.6663974,537.5693846,337.278644
9,10,61.47201550292488,623.2784441,340.6663974,665.8279526,385.0324657
9,11,214.26436555901495,623.2784441,340.6663974,822.8055919,262.5758369
9,12,230.59206658963157,623.2784441,340.6663974,851.7625308,309.5581461
9,13,251.07162651308326,623.2784441,340.6663974,874.3497144,340.2434673
10,1,521.1399262884813,665.8279526,385.0324657,153.2052069,291.1988717
10,2,507.2441488470607,665.8279526,385.0324657,167.8549652,288.494751
10,3,360.1003428104092,665.8279526,385.0324657,321.2856026,280.3289512
10,4,348.33930970407556,665.8279526,385.0324657,327.1447449,303.5833435
10,5,278.37485440579604,665.8279526,385.0324657,399.4611816,304.1541443
10,6,246.02693589423973,665.8279526,385.0324657,439.044139,289.6471677
10,7,237.14597311957533,665.8279526,385.0324657,428.7984584,392.4642519
10,8,136.86010285092587,665.8279526,385.0324657,537.5693846,337.278644
10,9,61.47201550292488,665.8279526,385.0324657,623.2784441,340.6663974
10,11,199.09195156324597,665.8279526,385.0324657,822.8055919,262.5758369
10,12,200.6689818818416,665.8279526,385.0324657,851.7625308,309.5581461
10,13,213.27770516828795,665.8279526,385.0324657,874.3497144,340.2434673
11,1,670.2118722563114,822.8055919,262.5758369,153.2052069,291.1988717
11,2,655.4632815977153,822.8055919,262.5758369,167.8549652,288.494751
11,3,501.8341087798048,822.8055919,262.5758369,321.2856026,280.3289512
11,4,497.35429107056717,822.8055919,262.5758369,327.1447449,303.5833435
11,5,425.38129410977115,822.8055919,262.5758369,399.4611816,304.1541443
11,6,384.71510196923896,822.8055919,262.5758369,439.044139,289.6471677
11,7,414.8645822435304,822.8055919,262.5758369,428.7984584,392.4642519
11,8,294.8562418255858,822.8055919,262.5758369,537.5693846,337.278644
11,9,214.26436555901495,822.8055919,262.5758369,623.2784441,340.6663974
11,10,199.09195156324597,822.8055919,262.5758369,665.8279526,385.0324657
11,12,55.189144659278234,822.8055919,262.5758369,851.7625308,309.5581461
11,13,93.21511345402106,822.8055919,262.5758369,874.3497144,340.2434673
12,1,698.798538729743,851.7625308,309.5581461,153.2052069,291.1988717
12,2,684.2318502511097,851.7625308,309.5581461,167.8549652,288.494751
12,3,531.2815799432633,851.7625308,309.5581461,321.2856026,280.3289512
12,4,524.6518079152374,851.7625308,309.5581461,327.1447449,303.5833435
12,5,452.3336309888916,851.7625308,309.5581461,399.4611816,304.1541443
12,6,413.1984002762155,851.7625308,309.5581461,439.044139,289.6471677
12,7,431.0127943809943,851.7625308,309.5581461,428.7984584,392.4642519
12,8,315.41363179621527,851.7625308,309.5581461,537.5693846,337.278644
12,9,230.59206658963157,851.7625308,309.5581461,623.2784441,340.6663974
12,10,200.6689818818416,851.7625308,309.5581461,665.8279526,385.0324657
12,11,55.189144659278234,851.7625308,309.5581461,822.8055919,262.5758369
12,13,38.10209705681933,851.7625308,309.5581461,874.3497144,340.2434673
13,1,722.8103299310167,874.3497144,340.2434673,153.2052069,291.1988717
13,2,708.3874365669318,874.3497144,340.2434673,167.8549652,288.494751
13,3,556.299973935484,874.3497144,340.2434673,321.2856026,280.3289512
13,4,548.431621373647,874.3497144,340.2434673,327.1447449,303.5833435
13,5,476.2578690368644,874.3497144,340.2434673,399.4611816,304.1541443
13,6,438.2361572343593,874.3497144,340.2434673,439.044139,289.6471677
13,7,448.60108344431933,874.3497144,340.2434673,428.7984584,392.4642519
13,8,336.793379859814,874.3497144,340.2434673,537.5693846,337.278644
13,9,251.07162651308326,874.3497144,340.2434673,623.2784441,340.6663974
13,10,213.27770516828795,874.3497144,340.2434673,665.8279526,385.0324657
13,11,93.21511345402106,874.3497144,340.2434673,822.8055919,262.5758369
13,12,38.10209705681933,874.3497144,340.2434673,851.7625308,309.5581461
